,title,artists,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
145,Virtual Diva,Don Omar,spotify:track:5nJaS3PEpyPfaWiLxIGtRX,0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.753,0.729,113.999,239493,4
146,Danza Kuduro,Don Omar,spotify:track:4sCSUQnWQ6HJsOMjfPicdn,0.701,0.896,0,-6.459,1,0.0814,0.0866,0.0,0.0572,0.896,130.067,198387,4
148,En La Cama (feat. Daddy Yankee),Nicky Jam,spotify:track:2Eg6dOam7cAe5turf2bnCg,0.855,0.912,10,-4.832,0,0.145,0.183,0.0,0.122,0.885,104.072,157023,4
150,HDP,Kaydy Cain,spotify:track:6iYQiODKAdVYy34XaqlotY,0.807,0.647,11,-6.341,0,0.0638,0.46,0.0,0.0937,0.933,89.998,213667,4
151,En Las Noches Frias,Ñengo Flow,spotify:track:5ADrOgdsPV1BjT8RmlV6PC,0.592,0.703,0,-6.696,0,0.138,0.0337,0.0,0.0894,0.882,81.231,255904,4
152,Flow 2000 - Remix,Bad Gyal,spotify:track:7fRtruULHGuwC0wNRx1HSa,0.788,0.775,6,-3.554,0,0.093,0.076,0.0,0.123,0.454,95.104,168520,4
154,Jordan,Ryan Castro,spotify:track:2rDZhKnPaPG054ExZ6nXUS,0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,176143,4
155,BICHOTA,KAROL G,spotify:track:7vrJn5hDSXRmdXoR30KgF1,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
156,EL MAKINON,KAROL G,spotify:track:2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4
158,El Manual,Anuel AA,spotify:track:7kOf0qHO4Rcwk6QJifZDRJ,0.843,0.845,0,-2.344,1,0.0503,0.35,0.00168,0.0527,0.898,126.989,210624,4
159,Castigo,Feid,spotify:track:7INDea2qgB7TlUgpux3hsg,0.739,0.672,8,-4.127,0,0.174,0.0897,0.0,0.104,0.739,179.78,178080,4
160,Enséñame a Bailar,Bad Bunny,spotify:track:2NMjggapJcXXM7WccGEBUO,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4
161,Me Porto Bonito,Bad Bunny,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
163,Tití Me Preguntó,Bad Bunny,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4
164,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4
168,Ponle Música,Bryant Myers,spotify:track:1IHjkegfM9HcDZb0u7ZNVY,0.808,0.814,0,-5.451,1,0.0586,0.0167,5.04e-05,0.0591,0.708,92.024,224333,4
170,Travesuras - Remix,Nio Garcia,spotify:track:0VWLId2RwPCno9s1cJm2Vy,0.739,0.788,1,-5.198,1,0.0731,0.0513,0.0,0.282,0.473,175.996,324426,4
176,Travesuras,Nicky Jam,spotify:track:05fqWKL1Qws7owtkuJhZ2S,0.773,0.593,1,-11.948,1,0.104,0.126,0.0,0.0786,0.883,93.984,197546,4
177,Llueve,Wisin & Yandel,spotify:track:5yDAnr9USNQTP6ojiWBCvv,0.736,0.68,11,-4.278,0,0.12,0.155,7.71e-06,0.0643,0.724,168.068,249801,4
180,Tigini (Remix),Rvfv,spotify:track:6stWVqWxtPPednHy1mzoOz,0.782,0.655,6,-5.971,0,0.0566,0.377,0.00134,0.0749,0.662,135.018,175556,4
182,Party,Bad Bunny,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4
184,Tarot,Bad Bunny,spotify:track:41oY4WCTj5kccfesTVFnvN,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,237895,4
186,Mayor Que Usted,NATTI NATASHA,spotify:track:7d7aPD2oxuzjhOZnu4Dj23,0.625,0.839,6,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,233520,4
189,Súbelo,Anuel AA,spotify:track:3fHEwAssCgM4wJYdjT5Ch0,0.625,0.754,6,-4.158,0,0.076,0.17,3.76e-05,0.109,0.746,89.888,239797,4
192,ULTRA SOLO REMIX,Polimá Westcoast,spotify:track:6wtZPYBIXUvCpXwVjMCJBf,0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,322347,4
197,Nos Comemos Vivos,Maluma,spotify:track:3SlKme42qm1vWrkl3BrZmm,0.822,0.719,10,-3.633,0,0.0576,0.165,2.48e-05,0.174,0.659,82.01,225366,4
199,Dime Ave,Dímelo Flow,spotify:track:75drjRuSUyP57tCN9HycFc,0.783,0.72,7,-4.192,0,0.0455,0.231,0.000212,0.344,0.534,93.986,187213,4
202,Mojando Asientos (feat. Feid),Maluma,spotify:track:0LKu09Iq053CEUZ5ktQEWc,0.773,0.767,7,-4.019,1,0.0819,0.0352,0.0,0.299,0.49,94.99,252162,4
204,Se Le Ve,Alex Rose,spotify:track:1ntqvhJlheHh2uFEcK9fqY,0.752,0.803,1,-4.277,1,0.0747,0.212,9.86e-06,0.345,0.679,89.996,184520,4
206,Nos Comemos (feat. Ozuna),Tiago PZK,spotify:track:6ojZtz3sZr6ynvejLOqgCj,0.827,0.819,6,-3.701,1,0.052,0.1,0.0,0.089,0.562,92.017,191087,4
208,Loco Por Perrearte - Remix,De La Ghetto,spotify:track:0vHfVsEe6Ps0d8cZ9PGzSw,0.848,0.673,11,-4.034,0,0.058,0.0147,0.00652,0.102,0.39,93.987,199149,4
210,Noche de Teteo,Sech,spotify:track:5YBvKoQDMAd7IjonxPQYFN,0.566,0.679,6,-3.282,0,0.0863,0.079,0.000808,0.105,0.446,90.907,202600,4
211,Nivel De Perreo,J Balvin,spotify:track:0nDGgXV5oI8TdAmWjUx65l,0.802,0.828,1,-3.601,1,0.0756,0.0217,0.0,0.0692,0.722,91.983,151573,4
213,Luces,Paulo Londra,spotify:track:77UICuAzXRYuJqdhcy6R3m,0.845,0.768,3,-5.593,0,0.076,0.0212,0.0,0.149,0.653,121.003,172562,4
214,Suelta,Jay Wheeler,spotify:track:7kN7u1ZDOrNBKcEEGwGeDY,0.859,0.553,9,-5.726,0,0.0456,0.628,0.00011,0.109,0.338,122.048,243934,4
216,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,4
218,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,spotify:track:4hceSKjrkDTO0nMKFcb3sj,0.82,0.752,1,-7.635,0,0.0648,0.0584,0.00417,0.628,0.423,127.999,187500,4
0,Traductor,Tiago PZK,spotify:track:77l75UICfUZK5k0G7WRGqg,0.845,0.776,11,-3.098,0,0.0488,0.111,0.0321,0.0684,0.528,105.018,222857,4
2,La Nota,Jory Boy,spotify:track:2G0NskSmEdYZ5mzqMl2FA6,0.809,0.817,2,-3.773,1,0.137,0.0686,0.0,0.177,0.685,169.87,221133,4
5,LOKERA,Rauw Alejandro,spotify:track:79HZAZNnOE97rb2hnI0XQr,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,195294,4
8,DESPECHÁ,ROSALÍA,spotify:track:5ildQOEKmJuWGl2vRkFdYc,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,157018,4
9,BRYTIAGO | DJ TAO Turreo Sessions #13,DJ Tao,spotify:track:7zVtZES9buPh9nrcjSbXg7,0.531,0.592,1,-4.276,0,0.288,0.087,0.0,0.0669,0.64,176.058,189730,4
12,Feliz Cumpleaños Ferxxo,Feid,spotify:track:3kUq4sBcmxhnOtNysZ9yrp,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,156400,4
13,GATÚBELA,KAROL G,spotify:track:1ga4PztXOIw1yBbdUt2X8v,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,209160,4
15,AEIOU,Justin Quiles,spotify:track:1c2vVx6knoiZHXbJJ9Mk8L,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,161881,4
17,LOS APARATOS,El Alfa,spotify:track:4SSbtLDkepeOHAckM1FCBP,0.868,0.878,1,-3.294,1,0.038,0.0509,0.00052,0.0857,0.899,112.987,232843,4
20,Mercedes Tintia,Anuel AA,spotify:track:6e9Ew4AECYwY5Xgs2ZKMgp,0.815,0.67,11,-4.076,1,0.109,0.0902,0.000854,0.0973,0.768,172.014,195349,4
21,Rómpela,Yandel,spotify:track:6mwROK8Er0EZdXwbwuiHIJ,0.78,0.791,3,-6.87,0,0.0756,0.161,0.00012,0.0673,0.895,121.958,186885,4
25,Bellacon,El Alfa,spotify:track:4Zj3K3UaUMC6ndSwl05Zyd,0.609,0.821,8,-4.888,1,0.191,0.112,0.00052,0.305,0.575,115.028,212000,4
27,Pantera,Rvfv,spotify:track:4qGr8HmRjhdRoUCnLf82eM,0.817,0.64,9,-4.397,0,0.1,0.254,0.0,0.197,0.398,90.011,181333,4
29,La Bachata,Manuel Turizo,spotify:track:5ww2BF9slyYgNOk37BlC4u,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4
30,AMANTES,Becky G,spotify:track:3Q7o2zzvXj7QiSCumjBpvu,0.736,0.77,10,-6.477,0,0.0335,0.109,0.0,0.112,0.837,135.018,209516,4
32,Soltera,Cali Y El Dandee,spotify:track:41ffIDkb10CvzGNBYXm498,0.788,0.774,10,-3.142,1,0.0435,0.0385,3.35e-05,0.0747,0.632,128.0,171400,4
34,La Copa,Ozuna,spotify:track:2gdBsRfuWGwJwe3X5XwZuI,0.913,0.803,0,-3.911,1,0.0353,0.116,0.000275,0.111,0.947,126.016,154628,4
35,CANDY - Remix,ROSALÍA,spotify:track:3VjCEyc0bHfa4Ie34kbWyb,0.738,0.674,4,-3.837,0,0.179,0.727,0.00229,0.0815,0.556,179.979,204655,4
37,Nunca Imagine - Remix,Justin Quiles,spotify:track:2csDKaGRNwR0J9gCtlLkWr,0.656,0.773,8,-3.971,1,0.155,0.0698,0.0,0.305,0.543,180.079,206576,4
39,Se Vuelve Loca,Wisin & Yandel,spotify:track:4DLbHF8lYhpW7QBFROWxel,0.785,0.758,1,-4.86,1,0.172,0.208,0.0391,0.184,0.735,176.962,176241,4
40,Party y Alcohol,Wisin & Yandel,spotify:track:19Z5rP5UdeIGKHjqlh1ZdP,0.657,0.787,9,-4.981,1,0.0894,0.0726,1.65e-06,0.0866,0.858,91.488,193575,4
42,TORO,Jowell & Randy,spotify:track:1fnQGR72fCePrSjdD4XZpt,0.596,0.868,1,-3.632,1,0.196,0.148,0.00232,0.296,0.648,93.862,254458,4
43,Foto En Panty,Sech,spotify:track:4HehbhlVK81hZT5Yg7QmiR,0.823,0.892,4,-5.306,0,0.119,0.176,0.0,0.495,0.785,100.05,174947,4
44,No Te Veo - Remix,Casper Magico,spotify:track:0stKSegkdrfLTDvm5sIO38,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,4
46,Una y Mil Veces - Rumba,Omar Montes,spotify:track:2QFxZNTECGz7uGd7me4dzH,0.803,0.873,11,-3.784,0,0.144,0.0569,0.0,0.151,0.56,108.022,199968,4
48,A Escondidas,$kyhook,spotify:track:44aqOr4450KjyEZuW9Ekpm,0.785,0.427,3,-10.705,1,0.187,0.544,7e-05,0.132,0.587,98.017,217959,4
50,DURO,Chris Jedi,spotify:track:6Bix1x2zJnlvuLr2Xb6CXf,0.678,0.81,8,-3.949,0,0.121,0.522,1.11e-05,0.274,0.629,171.972,218320,4
54,En La De Ella,Jhayco,spotify:track:5NxhMcHSVY3Z7ykWxZf3aj,0.816,0.77,1,-5.477,1,0.0538,0.0798,0.0,0.118,0.671,96.99,230653,4
57,PUNTO G,Quevedo,spotify:track:0oBtwScT4B4BR5kZitNWd5,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,151325,4
58,Besos Moja2,Wisin & Yandel,spotify:track:6TsVhM8qIkWN5cJVDIVbbz,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,229065,4
60,Haciéndolo,Dímelo Flow,spotify:track:68uBj4QKLHQJwlANkytJxO,0.794,0.88,5,-2.893,0,0.0736,0.0871,0.00204,0.356,0.787,93.982,207906,4
63,PELIGROSA,Lartiste,spotify:track:1QnyYTtqB4qrXf3NZyDJ4G,0.655,0.645,11,-5.592,0,0.0949,0.114,0.0,0.0762,0.598,180.074,218293,4
65,Salir Con Vida,Morat,spotify:track:5OX1JvE7gTkOd1DSzlrtFw,0.612,0.697,0,-5.476,1,0.0387,0.261,0.0,0.347,0.633,91.976,176087,4
67,Monotonía,Shakira,spotify:track:6G12ZafqofSq7YtrMqUm76,0.873,0.695,0,-4.207,0,0.0459,0.419,1.23e-06,0.211,0.823,131.963,158805,4
69,Un Ladrón,Wisin & Yandel,spotify:track:0GRqaS1RZuqNTlnlOPb5sX,0.873,0.847,10,-4.189,0,0.0472,0.248,0.00378,0.0818,0.921,130.035,254615,4
71,Chica Real,El Villano,spotify:track:41IvihfHQoSZ4jtvFWFNr1,0.824,0.87,10,-4.099,0,0.0803,0.143,0.0,0.15,0.868,97.03,201961,4
73,Amigo,El Villano,spotify:track:37C8Uj8uwV4rlmt9II7mM8,0.727,0.896,2,-5.824,1,0.0471,0.718,0.0,0.354,0.894,81.995,226046,4
75,Un Beso,Danny Paz,spotify:track:0mDYDLR1KToBR4plxAj4O4,0.773,0.85,0,-6.338,1,0.186,0.185,0.0,0.0821,0.908,91.8,190225,4
77,LA JOAQUI | Mission 08,Alan Gomez,spotify:track:3ZkUgtNi45G8qdmya5UTgV,0.81,0.393,4,-9.029,0,0.275,0.495,6.43e-05,0.0618,0.508,90.006,149500,4
79,Mami,Rvfv,spotify:track:4FjkjrvfbB3C4eUqWlw3vB,0.707,0.572,1,-5.378,1,0.157,0.497,4.06e-06,0.126,0.456,98.003,168367,4
81,Real G,Bad Gyal,spotify:track:6WU2eYUtOL91iROonROPyh,0.662,0.828,9,-5.854,1,0.0821,0.148,0.0,0.423,0.451,113.039,191693,4
83,ULALA (OOH LA LA),Myke Towers,spotify:track:4EQOGfssbSpTlV6EZRtrSv,0.872,0.681,0,-4.348,0,0.11,0.0462,1.38e-05,0.129,0.481,96.986,188009,4
85,La Jumpa,Arcángel,spotify:track:5MxFWjuqQIsbNWbMdMdbli,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,255693,4
87,LACONE,Polimá Westcoast,spotify:track:4Rjq1TZbF0bDstOs6SiI6J,0.798,0.718,8,-6.237,0,0.0443,0.263,0.0,0.142,0.727,126.01,260952,4
90,Borracha & Loca,Anuel AA,spotify:track:3M2Uxu8sbTwgznw6anIxB9,0.488,0.764,1,-5.012,1,0.0528,0.19,5.73e-05,0.0502,0.964,104.992,227719,4
92,Vibra,Anuel AA,spotify:track:0DU150UuvrIsqOzAoeB2Zv,0.691,0.777,9,-5.629,1,0.0501,0.0344,0.0,0.0592,0.639,128.001,153643,4
94,JOLLY,Lyanno,spotify:track:4zLDlBGWfXrjj9o9eWXQ8G,0.838,0.881,10,-2.637,1,0.116,0.0752,0.0095,0.111,0.0602,100.034,141600,4
95,La Máquina,Anuel AA,spotify:track:35ns1WEurw3MVlHJjHwNWQ,0.799,0.775,11,-5.869,1,0.077,0.0308,0.00526,0.309,0.605,95.027,296907,4
99,Teteo,Anuel AA,spotify:track:5qLTlf9mCA8JHeLt3tmlId,0.755,0.733,1,-4.209,1,0.046,0.522,0.000982,0.134,0.75,95.991,201562,4
100,Vapor,Wisin & Yandel,spotify:track:4yXBfJAPsDZjpjMEp9NyjT,0.803,0.779,11,-4.449,0,0.0694,0.066,2.23e-05,0.111,0.317,94.009,208895,4
102,La Vida Es Una,KAROL G,spotify:track:3r3vLq7j8DZe1ZVExmuf3h,0.818,0.706,10,-9.273,0,0.0533,0.0669,0.000249,0.0977,0.709,109.981,189550,4
103,Bandolera,Anuel AA,spotify:track:6zw6EBrOdGTbKzC0djTOlD,0.693,0.752,9,-4.108,1,0.0729,0.499,2.66e-05,0.123,0.796,185.996,190296,4
104,Quiere Beber,Anuel AA,spotify:track:0FDMH2ahuIVzCybwHJK9zh,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4
105,Si ella quisiera,Justin Quiles,spotify:track:7cIkMEpDhT7Vpw1FHOQqKC,0.77,0.612,9,-7.755,0,0.086,0.0789,0.0,0.153,0.63,90.02,212161,4
106,Tuenti - Remix,Raul Clyde,spotify:track:1ZkIxbmM3ZUhn2OayBdwe5,0.75,0.625,5,-6.97,0,0.047,0.215,0.0,0.0968,0.679,91.954,184277,4
108,APA,Mora,spotify:track:3vKYvbzB7801a5qd47pxkm,0.757,0.738,8,-4.913,0,0.22,0.712,9.67e-06,0.198,0.753,120.091,199831,4
110,DOMINGO DE BOTE,Mora,spotify:track:0rvbMTIWwMZaMC9UnubDPb,0.813,0.772,0,-4.921,1,0.117,0.121,0.0,0.0886,0.443,119.99,190745,4
111,EIVISSA,Mora,spotify:track:3kcj2zzabr8qnR4MnMeWv2,0.742,0.57,5,-9.074,1,0.0482,0.789,0.00294,0.135,0.346,119.998,200279,4
113,Toy a Mil,Nicky Jam,spotify:track:5DwnwR8Kd7LM2CMyRPloqH,0.823,0.845,0,-2.547,1,0.0559,0.109,0.0,0.116,0.395,110.033,148364,4
114,Cochinae (Remix),Julianno Sosa,spotify:track:2M5E0vbB12alQ32iV8LKJI,0.834,0.814,6,-5.624,1,0.0522,0.0314,0.00014,0.31,0.963,97.987,303673,4
118,Por Que Te Demoras?,Plan B,spotify:track:6URNgz911jj10KXTFtevcS,0.893,0.785,2,-5.919,0,0.0812,0.0394,0.0,0.055,0.93,96.039,191400,4
119,Pam Pam,Wisin & Yandel,spotify:track:2up69Rho7swRdP1MHqzX3n,0.874,0.69,10,-6.373,1,0.114,0.121,0.0,0.249,0.735,95.025,227280,4
120,Rakata,Wisin & Yandel,spotify:track:1kQqiC1rS1FiuVpeBKN0QN,0.872,0.786,1,-5.473,1,0.142,0.0348,0.0,0.0776,0.722,96.002,172680,4
121,Corazon De Seda (feat. Ozuna),Klasico,spotify:track:0uRHot8ml8U8cYVwwzMwNT,0.841,0.694,7,-5.114,0,0.0937,0.0759,0.0,0.102,0.83,90.034,186976,4
123,WANDA,Quevedo,spotify:track:0Iozrbed8spxoBnmtBMshO,0.724,0.631,4,-4.42,0,0.0686,0.249,0.0,0.213,0.957,176.076,160909,4
124,Cuando Perriabas,Bad Bunny,spotify:track:5mj8WVFcKdGA8p9HWGTSLc,0.787,0.705,0,-7.582,1,0.0695,0.137,1.06e-06,0.108,0.499,81.998,188654,4
125,PANTIES Y BRASIERES,Rauw Alejandro,spotify:track:0fADaWdT3obxk7zvHS18VY,0.758,0.888,1,-2.851,1,0.0706,0.34,0.00139,0.144,0.408,107.039,197383,4
127,Algo Me Gusta De Ti,Wisin & Yandel,spotify:track:2FqoR7diymD1Eh7cVb3DMg,0.627,0.768,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,274947,4
130,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
134,Tiki Tiki,Ptazeta,spotify:track:2J8lIDwvxPZQQ0I0wt1oRO,0.895,0.763,1,-3.488,1,0.0774,0.0713,0.000526,0.219,0.638,119.973,131438,4
136,Báilame - Remix,Nacho,spotify:track:4l3xGFwoTinvYxsePytOOf,0.646,0.865,6,-4.215,1,0.0983,0.269,4.16e-06,0.11,0.762,191.954,217093,4
141,Una Noche en Medellín,Cris Mj,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
142,A dónde voy (feat. Daddy Yankee),Cosculluela,spotify:track:3jhO0ilG42onbRpxQ2tmaQ,0.713,0.794,9,-4.223,0,0.247,0.052,0.0,0.287,0.838,174.082,249200,4
144,TAMO EN NOTA,Rauw Alejandro,spotify:track:2I0aHZjCXh6UjMHIOqugYF,0.667,0.81,1,-2.801,0,0.344,0.0922,0.0,0.131,0.829,121.373,180060,4
146,Fanática Sensual,Plan B,spotify:track:5ZFpEsxK5VlLkJi3v7ar2Y,0.793,0.853,1,-3.655,1,0.0477,0.0937,0.0,0.085,0.906,164.022,240320,4
147,YANKEE,Quevedo,spotify:track:0FirgnvrpCkkhdaq64Gfen,0.544,0.747,6,-4.659,1,0.194,0.389,6.81e-06,0.159,0.476,123.647,194400,5
148,SIN SEÑAL,Quevedo,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,0.822,0.851,11,-3.314,0,0.0422,0.333,0.00792,0.105,0.749,117.992,185085,4
150,MUÑECA,Quevedo,spotify:track:4SMeOd5Fb7Rp92ODZTWCHV,0.729,0.68,4,-5.687,1,0.0554,0.393,0.0,0.239,0.466,114.928,210750,4
152,PLAYA DEL INGLÉS,Quevedo,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T,0.793,0.736,7,-3.254,0,0.0469,0.0822,0.0,0.109,0.656,112.993,237525,4
154,LISBOA,Quevedo,spotify:track:50naDXYjnGlLgrE7yUxsok,0.673,0.809,6,-3.426,1,0.0805,0.287,0.0,0.213,0.514,91.935,151304,4
155,Pensándote,Rauw Alejandro,spotify:track:2wnhst8yHA4gKuojAgZedh,0.79,0.655,1,-3.376,1,0.0762,0.464,0.00165,0.0837,0.56,170.023,216414,4
157,BESTIES,KAROL G,spotify:track:7eTv2OTr3aY5iKtFdBusoA,0.779,0.825,1,-3.366,0,0.306,0.146,0.0,0.0989,0.654,171.926,162147,4
158,DAÑAMOS LA AMISTAD,KAROL G,spotify:track:3jUDqkHatwtprUmZ8epP8P,0.758,0.786,0,-4.847,1,0.0928,0.167,8.46e-06,0.0705,0.592,92.984,174960,4
160,Perreándote,Dalex,spotify:track:4cDQww3uOWSzIsFuomZbi0,0.653,0.868,8,-4.059,1,0.0938,0.0823,1.91e-05,0.272,0.653,180.224,206667,4
163,TQG,KAROL G,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,199440,4
165,OJOS FERRARI,KAROL G,spotify:track:5yAIrkplUEpMNeojW8Q30o,0.9,0.707,1,-2.792,1,0.0934,0.161,4.25e-05,0.176,0.634,124.042,180040,4
168,Fiebre (Prod. King DouDou),Bad Gyal,spotify:track:5xtxxuIqInrLDSfjA6Co3o,0.421,0.72,7,-6.257,1,0.0571,0.266,0.0,0.225,0.24,97.998,247500,4
169,Zorra,Bad Gyal,spotify:track:0OP1RzrglC008kj79Httv3,0.637,0.65,11,-6.646,1,0.185,0.682,2.2e-06,0.0786,0.736,176.075,186120,4
170,Chulo,Bad Gyal,spotify:track:3szqC0lxrJdhn3eW6FfFfo,0.836,0.8,5,-2.822,0,0.0638,0.0792,0.0,0.0822,0.543,97.054,120413,4
171,Blin Blin,Bad Gyal,spotify:track:5u5S7D8NaQzyKkdU4duHJR,0.771,0.735,1,-3.388,1,0.114,0.103,6.19e-05,0.0503,0.72,96.253,144613,4
173,Nueva York (Tot*),Bad Gyal,spotify:track:1z5TNHJ4WP2ftKhRpqdoNY,0.725,0.975,4,-2.671,0,0.063,0.0261,0.00124,0.137,0.885,130.053,154173,4
174,Una Vaina Loca,Fuego,spotify:track:6YYmoV9YbBefsspGmqFHbs,0.792,0.676,1,-12.813,1,0.0546,0.172,1.93e-05,0.0654,0.712,117.011,188894,4
175,Sígueme Y Te Sigo,Daddy Yankee,spotify:track:7F7kL3i6SDEIbDcoJZGiig,0.736,0.878,1,-3.604,0,0.0428,0.069,6.39e-05,0.756,0.663,100.025,209787,4
176,Passion Whine,Farruko,spotify:track:2QAwkI8L0UVBpjHJ6PwBzn,0.756,0.689,10,-3.87,0,0.0648,0.327,0.0,0.0586,0.782,162.006,213312,4
178,Tiempos de Plan B,Maldy,spotify:track:3ncDEAUzMdf291D27RJQdM,0.766,0.913,2,-3.76,1,0.0954,0.0879,0.0,0.0622,0.72,167.927,161288,4
179,REMIX EXCLUSIVO,Feid,spotify:track:3eqCJfgJJs8iKx49KO12s3,0.651,0.557,5,-5.466,0,0.204,0.0358,0.0,0.154,0.711,87.063,206947,4
180,Coco Chanel,Eladio Carrion,spotify:track:0PB0O24JqAuNdOAFVJljMS,0.683,0.764,2,-5.995,1,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325,4
182,Las Bratz (Remix),Aissa,spotify:track:36W1V6ft4fX7HQVSdIYL0J,0.81,0.815,10,-3.101,0,0.1,0.231,0.0,0.0577,0.958,95.003,444632,4
189,Jugando con la Nieve,Ñengo Flow,spotify:track:6HnlIqJUzp4kv4QvPzolem,0.841,0.958,2,-3.263,1,0.216,0.143,0.0,0.0467,0.764,112.016,160714,4
